output_id,example_id,language,vuln_type,tool,model,model_version,run,clarity_score,clarity_why,severity_justification_score,severity_justification_why,specificity_score,specificity_why,actionability_score,actionability_why,completeness_score,completeness_why,written_feedback,scored_at
OUT093,EX055,javascript,path-traversal,codeql,gemini,gemini-3.1-pro-preview,1,5,"The output is concise and uses simple language like ""Template object depends on a [user-provided value]"" to clearly communicate the problem.",3,"The output provides the label ""Severity: error"" and broadly explains that this type of issue is ""vulnerable to local file read and potential remote code execution"", without tying it to the specific code snippet.",5,"The output identifies the specific part of the line responsible by pointing exactly to ""line 120, column 38"".",1,"The ""Guidance"" section only explains the vulnerability and does not suggest any fix, meaning the output suggests no fix.",4,"The output includes four of the five required parts (a severity label, a description, the code location, and an explanation of the vulnerability), missing only the remediation guidance.","The output is clear, concise, and easy to understand. It is highly specific, pointing exactly to the line and column where the vulnerability occurs. It includes a severity label and explains the potential consequences (local file read and remote code execution) broadly, although it doesn't tie these consequences directly to the provided code snippet. The most significant issue is the total lack of actionability; the ""Guidance"" section describes the impact of the vulnerability rather than providing any actual advice or steps on how to fix the code, leaving the output incomplete.",2026-08-20T22:48:27.231621+00:00
OUT094,EX056,javascript,cmd-injection,bearer,claude,claude-opus-5,1,4,"The message ""Unsanitized dynamic input in OS command"" and the remediation prose read plainly, but the example code is mangled (""cp.exec(cp ${filePattern} destinationFolder"" with missing backticks/quotes) which momentarily confuses the reader.",3,"It states ""Severity: critical"" and justifies it only in generic terms — ""could give attackers the opportunity to execute harmful commands on your system"" — with no mention of `req.params.command` flowing into `exec` or what an attacker could achieve here.",4,"It pins ""Location: line 78"" exactly, but never names the offending expression `req.params.command + "" -a""` or the `exec` sink within that line.",3,"Remediation is boilerplate — ""use static, hardcoded values in command strings"" and ""sanitize any dynamic input used in OS commands ... by validating and escaping"" — plus a generic (and slightly broken) example, with no instruction tied to the `get_sysinfo` handler.",5,"All five parts appear: severity (""critical""), description (""Unsanitized dynamic input in OS command""), location (""line 78""), a why-it's-vulnerable paragraph, and remediation steps with a reference link.","The warning is easy to follow and structurally complete: it names a severity, states the problem in one line, gives an exact line number, explains in general why command injection matters, and offers remediation plus an OWASP reference. Where it falls short is in tailoring. It never quotes the actual culprit — `req.params.command` being concatenated into `exec(...)` — so a developer has to map the generic statement onto the code themselves, and the 'critical' rating is asserted without saying what an attacker could do here (an unauthenticated URL parameter reaching a shell means arbitrary command execution on the host, which is exactly why this is critical). The remediation is boilerplate lifted from the rule documentation: 'use hardcoded values' is not workable advice for a handler whose whole purpose is taking a command from the route, and 'validate and escape' is left unspecified — no mention of an allowlist of permitted commands or of switching to `execFile`/`spawn` with an argument array. The illustrative snippet is also garbled (missing template-literal backticks around the command string), which slightly undermines an otherwise clear presentation.",2026-08-20T22:48:45.733708+00:00
OUT094,EX056,javascript,cmd-injection,bearer,chatgpt,gpt-5.5-2026-04-23,1,4,"The output is mostly easy to understand because it states ""Unsanitized dynamic input in OS command"" and explains that attackers could ""execute harmful commands,"" though the remediation example is formatted unclearly.",3,"The output gives the label ""Severity: critical"" and broadly explains that OS command injection could let attackers ""execute harmful commands on your system,"" but it does not explain the severity in relation to `req.params.command` in this snippet.",4,"The output identifies the exact location with ""Location: line 78,"" but it does not point to the specific expression `req.params.command` as the responsible input.",2,"The output gives broad remediation advice such as ""use static, hardcoded values"" and ""sanitize any dynamic input,"" but it does not give a concrete fix tailored to this code.",5,"The output includes all five expected parts: ""Severity: critical,"" a message describing the issue, ""Location: line 78,"" an explanation of the risk, and remediation guidance.","The warning is generally clear: it names the issue as unsanitized dynamic input in an OS command and explains the command injection risk in understandable terms. It is also specific enough to identify the relevant line, but it stops short of naming the exact dangerous part of the line, which is `req.params.command`. The severity is labeled critical and the general impact is explained, but the output does not connect that severity directly to how this route builds and executes a command from request parameters. The remediation advice is useful at a high level but somewhat vague for this snippet; it says to use hardcoded values or sanitize input, but does not explain whether to whitelist allowed commands, avoid `exec`, use safer APIs like `execFile`, or validate `req.params.command` specifically. The output contains the major expected elements, but the fix guidance could be more precise and the example code is not very clear.",2026-08-20T22:48:59.125799+00:00
OUT094,EX056,javascript,cmd-injection,bearer,gemini,gemini-3.1-pro-preview,1,5,"The output is well-structured and uses plain language, such as ""Incorporating unsanitized dynamic input directly into operating system commands poses a significant security risk,"" making it entirely easy to understand.",3,"The output provides the label ""Severity: critical"" and explains broadly that this issue ""could give attackers the opportunity to execute harmful commands on your system,"" but it does not relate this specifically to the code snippet.",4,"The output explicitly identifies the exact code line with ""Location: line 78"", but it does not pinpoint the specific part of the line (e.g., req.params.command) that causes the issue.",2,"The output suggests generic rules to ""use static, hardcoded values"" and ""sanitize any dynamic input"", which constitutes a broad fix for similar issues rather than specific instructions on what to change in the provided snippet.",5,"The output includes all five required parts: a severity label (""critical""), a description (""Unsanitized dynamic input in OS command""), the location (""line 78""), a vulnerability explanation (""poses a significant security risk""), and remediation guidance (""Remediations"").","The output is clear, easy to read, and successfully provides all five required elements: severity, description, location, an explanation of the vulnerability, and remediation guidance. It correctly identifies the exact line of code where the issue occurs. However, it falls short on specificity and actionability because it relies heavily on generic templates. The severity explanation does not reference the specific variables in the code snippet (like `req.params.command`), and the suggested remediations are broad best practices rather than targeted instructions on how to fix this particular block of code. Tailoring the explanation and fix to the actual snippet would greatly improve its usefulness.",2026-08-20T22:49:21.095960+00:00
OUT095,EX056,javascript,cmd-injection,bearer,claude,claude-opus-5,1,4,"The message and description read plainly (""Unsanitized user input in OS command""), but the embedded example is garbled and confusing — ""cp.exec(cp ${filePattern} foo, (error, stdout, stderr) => {});"" with broken code fencing and a truncated ""OWASP command injection explained"" reference.",3,"It labels ""Severity: critical"" and explains the class of risk generically — ""attackers manipulate the input to execute unauthorized commands, potentially gaining control over the system"" — without tying it to `req.params.command + "" -a""` in this handler.",4,"It pinpoints ""Location: line 78"" but never names the offending expression `req.params.command` or the `exec` concatenation within that line.",2,"Remediation is stated as general principles — ""Do not directly use user input in OS command execution"", ""Do use static or predefined values"", ""validate and sanitize all user input"" — illustrated with an unrelated, malformed snippet rather than a change to `get_sysinfo`.",5,"All five parts appear: severity (""critical""), description (""Unsanitized user input in OS command""), location (""line 78""), an explanation of why it is dangerous, and remediation advice with references.","The output is easy to follow at the top: it names the rule, flags line 78, and states the problem in one clear sentence. Clarity slips in the remediation block, where the illustrative code is mangled (`cp.exec(cp ${filePattern} foo, ...)`) and the markdown fences and reference link are broken, so a reader has to guess at the intended example. Specificity is good but not perfect — the exact line is given, yet nothing points at `req.params.command` as the tainted value being concatenated into the shell string, which is the actual culprit. The critical rating is plausible and the output does say why command injection matters in general, but it never connects that to this endpoint: it doesn't mention that an attacker controlling a URL parameter could append `;` or `&&` to run arbitrary commands on the host. Actionability is the weakest area — the advice is standard boilerplate (avoid user input, prefer static values, validate/sanitize) and the example doesn't map onto this code; a concrete suggestion such as replacing `exec` with `execFile`/`spawn` using an argument array, or restricting `req.params.command` to an allowlist like `uname`, would have made the fix immediate. On completeness, nothing is missing: severity, description, location, rationale, and remediation are all present, so the shortfall is depth and tailoring rather than omission.",2026-08-20T22:49:41.164838+00:00
OUT095,EX056,javascript,cmd-injection,bearer,chatgpt,gpt-5.5-2026-04-23,1,4,"The output is mostly easy to understand because it states ""Severity: critical,"" ""Location: line 78,"" and ""Unsanitized user input in OS command,"" though the remediation example is somewhat unclear and malformed.",3,"The output gives the severity label ""critical"" and broadly explains that command injection can allow attackers to ""execute unauthorized commands"" and ""potentially gain control over the system,"" but it does not tie that severity specifically to this code path.",4,"The output identifies the exact line with ""Location: line 78,"" but it does not specifically point out that `req.params.command` is the user-controlled part of the command.",2,"The output gives general remediation such as ""Do not directly use user input in OS command execution"" and ""validate and sanitize all user input,"" but it does not provide a concrete fix for this snippet.",5,"The output includes all expected parts: a severity label, a description via ""Unsanitized user input in OS command,"" a location, an explanation of command injection risk, and remediation guidance.","The warning is clear overall: it names the rule, gives a critical severity, points to line 78, and explains that unsanitized input in an OS command can cause command injection. It is fairly specific because it identifies the exact line containing `exec(...)`, but it would be better if it explicitly named `req.params.command` as the dangerous input. The severity explanation is meaningful but generic; it explains why command injection is dangerous in general, not why this exact endpoint and command construction are critical. The remediation is the weakest part because it gives broad advice to avoid user input, use predefined values, and sanitize input, but it does not show how to rewrite this code safely, such as using a whitelist of allowed commands or avoiding shell execution. The included example is also not very helpful and appears syntactically unclear. Nothing major is missing, but the fix guidance could be much more code-specific.",2026-08-20T22:49:52.024581+00:00
OUT095,EX056,javascript,cmd-injection,bearer,gemini,gemini-3.1-pro-preview,1,5,"The output is written in plain language with clear sections like 'Description' and 'Remediations', making it easy to understand.",3,"The output includes 'Severity: critical' and broadly explains that attackers can 'execute unauthorized commands, potentially gaining control over the system', but doesn't tie this directly to the provided code snippet.",4,"The output points to the exact code line by stating 'Location: line 78', but does not specify the exact part of the line that is responsible.",2,"The output provides general advice like 'Do validate and sanitize all user input used in OS commands' and a generic code example, which applies broadly but does not suggest what to change in the snippet itself.",5,"The output contains all five required elements: a severity label ('Severity: critical'), a message, the location ('Location: line 78'), an explanation of the vulnerability, and 'Remediations' guidance.","The output is generally clear and straightforward, making it easy to read, and it successfully identifies the exact line where the vulnerability occurs. However, it lacks specificity regarding the exact vulnerable parameter within that line. The severity justification broadly explains the dangers of OS command injection but fails to relate this back to the specific context of the provided code snippet. The actionability is also limited; while the output offers general best practices and a generic code example for remediation, it does not instruct the user on how to specifically fix the vulnerable line in their own code. Overall, the output contains all required elements but relies too heavily on generic boilerplate text instead of tailoring the context and fixes to the developer's actual code.",2026-08-20T22:50:18.206984+00:00
OUT096,EX056,javascript,cmd-injection,codeql,claude,claude-opus-5,1,4,"The message ""This command line depends on a [user-provided value](1)"" is short and plain, though the unresolved markdown link reference ""(1)"" is dangling noise in plain text and the source of the value is never named.",3,"It states ""Severity: error"" and adds only a generic rationale, ""Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command,"" with nothing about `req.params.command` or what an attacker could actually run here.",4,"It pins ""Location: line 78, column 10"", the exec call, but the responsible expression `req.params.command` is only alluded to via the broken ""[user-provided value](1)"" link rather than quoted.",2,"The ""Guidance"" only restates the danger of ""externally controlled strings in a command line"" and never proposes a concrete remedy such as validation, allow-listing, or using execFile with argument arrays.",4,"Severity (""error""), issue description (""depends on a user-provided value""), location (""line 78, column 10"") and a why-it-is-vulnerable statement are present, but no remediation guidance is given.","The warning reads cleanly and a developer would immediately grasp the claim: the command string passed to exec on line 78 comes from user input. The line-and-column location is precise, and it lands on the right construct. Two things hold it back. First, the ""[user-provided value](1)"" link is unresolved in this rendering, so the output never actually names `req.params.command` as the tainted source; in a tool UI that link would be clickable, but as presented the reader has to infer the source themselves. Second, the severity label is asserted rather than argued: ""error"" is stated, and the justification is the rule's boilerplate about externally controlled strings changing the meaning of a command, with nothing tying it to this route, where an attacker can trivially append shell metacharacters to a URL path parameter and gain arbitrary command execution on the server. That concrete consequence is exactly what would make the rating persuasive, and it is missing. The biggest gap is remediation: the output tells you the pattern is dangerous but not what to do instead, whereas a sentence pointing to execFile/spawn with an argument array, or an allow-list of permitted commands, would have made the fix obvious. So: clear and well-located, thinly justified, and not directly actionable without outside knowledge.",2026-08-20T22:50:37.696858+00:00
OUT096,EX056,javascript,cmd-injection,codeql,chatgpt,gpt-5.5-2026-04-23,1,4,"The output is mostly easy to understand because it names the rule as ""js/command-line-injection"" and says ""This command line depends on a user-provided value,"" though the linked ""[user-provided value](1)"" is somewhat underspecified.",3,"The output gives a severity label, ""Severity: error,"" and a broad reason that ""externally controlled strings in a command line may allow a malicious user to change the meaning of the command,"" but it does not explain the severity in terms of this exact code.",4,"The output identifies the exact location with ""Location: line 78, column 10,"" but it does not point out that the specific risky expression is `req.params.command` inside the `exec` call.",2,"The output only gives broad guidance that ""Using externally controlled strings in a command line"" is dangerous, but it does not clearly say how to rewrite this code or what safer API or validation to use.",4,"The output includes a severity label, issue description, code location, and an explanation of the vulnerability, but it lacks concrete remediation guidance.","The warning is concise and generally understandable: it identifies command-line injection, gives the line and column, and explains that user-controlled input in a command can let an attacker change the command’s meaning. It is specific enough to find the relevant line, but it does not identify `req.params.command` as the exact untrusted value. The severity is labeled as an error and the general risk is explained, but the output does not tie the severity to what this particular endpoint could allow. The main weakness is actionability: it does not tell the developer to avoid `exec` with concatenated input, use a safer API such as `execFile`/`spawn` with argument arrays, validate against an allowlist, or otherwise restructure the code.",2026-08-20T22:50:52.432516+00:00
OUT096,EX056,javascript,cmd-injection,codeql,gemini,gemini-3.1-pro-preview,1,5,"The output is concise and uses plain language like ""This command line depends on a [user-provided value]"", making it easy to understand.",3,"The output provides the label ""Severity: error"" alongside a broad explanation of the risk, stating it ""may allow a malicious user to change the meaning of the command.""",5,"The output specifies the exact location and part of the line responsible by identifying ""line 78, column 10"".",1,"The output suggests no fix, only warning about the dangers of ""Using externally controlled strings in a command line"".",4,"The output includes four of the five expected parts—a severity label, description, location, and an explanation—but lacks any remediation guidance.","The output is very clear and easy to read due to its concise message and straightforward language. It is highly specific, successfully pinpointing the exact line and column number where the vulnerability is triggered. However, the output is extremely hard to act on because it provides no suggestions on how to actually fix the vulnerability, such as how to sanitize the input or alternative methods to use. While it contains most of the expected information like the severity, description, location, and a broad explanation of why the vulnerability is dangerous, it is completely missing actionable remediation guidance.",2026-08-20T22:51:09.718263+00:00
OUT097,EX056,javascript,cmd-injection,semgrep,claude,claude-opus-5,1,5,"The message is written in plain, readable prose — ""Detected calls to child_process from a function argument `req`. This could lead to a command injection if the input is user controllable"" — with only the raw rule ID adding minor noise.",3,"It states ""Severity: ERROR"" and gives a generic reason (""This could lead to a command injection if the input is user controllable"") rather than explaining the concrete risk of `req.params.command` being concatenated into `exec`.",4,"It pinpoints ""line 78, column 10"" and names the tainted source ""a function argument `req`"", though it does not explicitly call out the `req.params.command + "" -a""` concatenation as the responsible expression.",3,"It advises ""Try to avoid calls to child_process, and if it is needed ensure user input is correctly sanitized or sandboxed"" plus an OWASP link, but gives no concrete change such as using execFile with an allowlist of commands.",5,"All five parts are present: severity (""ERROR""), description (""Detected calls to child_process""), location (""line 78, column 10""), why it is vulnerable (""could lead to a command injection if the input is user controllable""), and remediation (""avoid calls to child_process... sanitized or sandboxed"" with a cheat-sheet link).","The warning reads cleanly: one sentence names the dangerous construct, one sentence states the consequence, and one offers a remedy, so a developer grasps the problem immediately. It is well anchored to the code, giving line 78 and column 10 and naming `req` as the tainted source, although it stops short of quoting the actual offending expression `req.params.command + "" -a""`, which would make the responsible part of the line unmistakable. The severity label ERROR is present but justified only in generic terms — it says command injection 'could' occur 'if the input is user controllable', without noting that here the input is plainly an unvalidated route parameter passed straight into a shell, nor what an attacker could achieve (chaining shell metacharacters for arbitrary command execution on the server). The fix advice is the weakest element: 'avoid calls to child_process' and 'ensure user input is correctly sanitized or sandboxed' are directionally right, and the OWASP link helps, but there is no concrete rewrite such as switching to execFile/spawn with argument arrays or restricting `command` to a fixed allowlist, so the developer must work out the actual change themselves. Nothing structural is missing — severity, description, location, rationale, and remediation are all there — but the rationale and remediation are boilerplate rather than tailored to this handler.",2026-08-20T22:51:24.152463+00:00
OUT097,EX056,javascript,cmd-injection,semgrep,chatgpt,gpt-5.5-2026-04-23,1,4,"The output is mostly easy to understand because it states the issue as ""Detected calls to child_process"" and explains it ""could lead to a command injection,"" though the phrase ""from a function argument `req`"" is slightly awkward.",4,"The output gives a severity label, ""Severity: ERROR,"" and ties the seriousness to the code by saying the call uses ""a function argument `req`"" and ""could lead to a command injection if the input is user controllable.""",4,"The output identifies the exact location with ""Location: line 78, column 10,"" but it does not point out the exact tainted expression such as `req.params.command`.",2,"The output gives broad remediation advice, ""avoid calls to child_process"" and ""ensure user input is correctly sanitized or sandboxed,"" but it does not explain how to change this specific line safely.",5,"The output includes all expected parts: ""Severity: ERROR,"" a message describing command injection risk, ""Location: line 78, column 10,"" an explanation involving user-controllable input, and remediation guidance plus a link.","The warning is fairly clear: it names the dangerous API category, gives the line and column, and explains that using request-derived input in a child process call can create command injection risk. It is specific enough to find the relevant line, but it could be more precise by naming `req.params.command` as the problematic input and `exec(...)` as the risky sink. The severity is labeled as ERROR and there is some justification, but the explanation could be stronger by describing what an attacker might do, such as running arbitrary shell commands. The fix guidance is the weakest part: avoiding `child_process`, sanitizing input, or sandboxing are useful general recommendations, but the output does not give concrete guidance such as using an allowlist of permitted commands, avoiding shell execution, or replacing `exec` with a safer API like `execFile` with fixed arguments.",2026-08-20T22:51:40.356283+00:00
OUT097,EX056,javascript,cmd-injection,semgrep,gemini,gemini-3.1-pro-preview,1,5,"The output is straightforward, using clear language to describe the issue and the remediation advice.",4,"The output provides a severity label of 'ERROR' and explains that the user-controllable 'req' argument could lead to a 'command injection', but it does not detail the ultimate impact if such an attack were exploited (e.g., server compromise).",5,"The output pinpoints the issue to 'line 78, column 10' and identifies the specific responsible argument ('req').",2,"The output gives generic advice to 'ensure user input is correctly sanitized or sandboxed', which is a broad fix rather than a specific instruction on how to fix this particular code snippet.",5,"The output includes all five required elements: a severity label, a description of the issue, the exact location, an explanation of the vulnerability, and remediation guidance.","The output is very clear, concise, and easy to understand. It successfully identifies the exact location of the issue down to the line and column, and it provides a solid explanation of how the `req` argument introduces a command injection vulnerability. It includes all necessary components of a good warning. However, the actionability could be improved: the remediation guidance is currently very generic. Telling a developer to 'sanitize or sandbox' the input is good high-level advice, but providing a concrete example of how to safely handle `req.params.command` in this specific context (or suggesting a safer alternative to `exec`) would make the output much easier to act upon.",2026-08-20T22:52:12.112355+00:00
OUT098,EX057,javascript,cmd-injection,codeql,claude,claude-opus-5,1,4,"The message ""This command line depends on a [user-provided value](1)"" and the guidance sentence are short and readable, though the dangling markdown reference ""(1)"" points to a source that is not shown here, leaving one unclear element.",3,"It labels ""Severity: error"" and explains the general danger — ""Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command"" — but never ties this to `spawn(exec, args)` or what an attacker could achieve in this tool.",4,"It pinpoints ""line 272, column 31"", i.e. the `spawn(exec, args)` call, but the text never names the tainted variable (`exec`/`input.command`) so the responsible part of the line is only implied by the column number.",2,"The ""Guidance"" field only restates the risk (""may allow a malicious user to change the meaning of the command"") and suggests no concrete change such as avoiding shell-style splitting, validating `input.command`, or using an allowlist.",4,"It has a severity label, an issue description, a precise location, and a generic reason the code is vulnerable, but it lacks any remediation guidance.","The warning is concise and easy to read: it names the rule (js/command-line-injection), gives an exact line and column, and states plainly that the command line depends on a user-provided value. The main clarity blemish is the unresolved ""[user-provided value](1)"" reference — the source of the taint (presumably `input.command`) is linked but not shown in the text, so a reader must trace it themselves. Specificity is strong on location (line 272, the `spawn` call) but the output never says in prose which value is tainted or how it flows through the `split(' ')` on line 258 into `exec` and `args`. Severity is asserted as ""error"" and backed only by a boilerplate sentence about externally controlled strings; it does not explain what an attacker could actually do here (e.g. run arbitrary executables with arbitrary arguments in the context of this process). Actionability is the weakest area: the ""Guidance"" field describes the risk rather than a fix, so a developer gets no direction on validating or allowlisting the executable, avoiding user-controlled argument splitting, or otherwise constraining the spawn. Of the five expected parts, only remediation guidance is genuinely missing; the vulnerability explanation is present but generic.",2026-08-20T22:52:31.794701+00:00
OUT098,EX057,javascript,cmd-injection,codeql,chatgpt,gpt-5.5-2026-04-23,1,4,"The output is generally easy to understand because it clearly states ""Rule: js/command-line-injection,"" ""Location: line 272, column 31,"" and ""This command line depends on a user-provided value,"" though the referenced value is not named.",3,"The output gives a severity label, ""Severity: error,"" and broadly explains that externally controlled command strings ""may allow a malicious user to change the meaning of the command,"" but it does not tie that seriousness to this specific spawn call.",5,"The output identifies the exact location with ""Location: line 272, column 31,"" which points to the relevant command execution call.",2,"The only fix-related text is the broad statement ""Using externally controlled strings in a command line may allow..."", which implies avoiding user-controlled command strings but does not say exactly how to change this code.",4,"The output includes a severity label, an issue description, a code location, and an explanation of the vulnerability, but it lacks concrete remediation guidance beyond the general ""Guidance"" warning.","The warning is clear and concise: it names the rule, gives an error severity, points to line 272, and explains that the command line depends on user-provided input. It is also quite specific about the location because it includes both line and column. However, it is vague about the data flow: it does not mention that `input.command` is split into `exec` and `args`, which are then passed to `spawn`. The severity is only broadly justified; it says a malicious user could change the meaning of the command, but it does not explain what that would mean in this code. The biggest weakness is actionability: it does not tell the developer whether to validate the command, use an allowlist, avoid passing user input to `spawn`, separate command selection from arguments, or otherwise restructure the code. Concrete remediation advice is missing.",2026-08-20T22:52:52.241619+00:00
OUT098,EX057,javascript,cmd-injection,codeql,gemini,gemini-3.1-pro-preview,1,5,"The output is easy to understand, relying on straightforward language like ""depends on a [user-provided value]"" and ""change the meaning of the command"".",3,"The output labels the severity as ""error"" and broadly explains why the vulnerability is serious by stating it ""may allow a malicious user to change the meaning of the command"", but does not relate this to the code snippet.",5,"The output identifies the exact code line and the specific part of the line that is responsible by pinpointing ""line 272, column 31"".",1,"The output suggests no fix, as the text under ""Guidance"" only explains the consequences of the vulnerability rather than advising on how to resolve it.",4,"The output includes four of the five parts (severity label, description, location, and explanation of vulnerability), but is missing remediation guidance.","The output is clear and highly specific, accurately pinpointing the exact line and column where the vulnerability occurs. It explains the core concept of the vulnerability well, making it easy to understand the risk. However, the severity justification is somewhat generic and doesn't explicitly tie the risk back to the specific context of the `spawn` function or the `input.command` in the code. The most significant flaw is the complete lack of actionability; while it correctly points out what is wrong, it offers zero guidance on how the developer should fix the issue, such as suggesting input validation, sanitization, or using safer execution alternatives.",2026-08-20T22:53:11.085011+00:00
OUT099,EX057,javascript,cmd-injection,semgrep,claude,claude-opus-5,1,5,"The message reads in plain language — ""Detected calls to child_process from a function argument `input`. This could lead to a command injection if the input is user controllable"" — with only the verbose rule ID adding noise.",3,"It gives ""Severity: ERROR"" and explains the risk generically as ""could lead to a command injection if the input is user controllable"", but does not tie the seriousness to this snippet's actual data flow (e.g. `input.command.split(' ')` feeding `spawn(exec, args)`) or spell out consequences of exploitation.",5,"It pinpoints ""line 272, column 31"" and names the tainted source ""a function argument `input`"", identifying the exact call site and the responsible part of the line.",3,"It advises to ""avoid calls to child_process, and if it is needed ensure user input is correctly sanitized or sandboxed"" plus an OWASP cheat-sheet link, but gives no concrete change for this code (e.g. allowlisting `exec`, avoiding shell-style splitting).",5,"All five parts appear: severity (""ERROR""), description (""Detected calls to child_process""), location (""line 272, column 31""), why it is vulnerable (""could lead to a command injection if the input is user controllable""), and remediation (""avoid calls to child_process... sanitized or sandboxed"" with a link).","The warning is easy to read: one sentence states what was detected, why it matters, and what to do, and it names the tainted source (`input`) rather than just flagging an API. Location is excellent — line and column point directly at the `spawn(exec, args)` call, so a developer knows immediately where to look, and the mention of the `input` argument connects it to the tainted value derived from `input.command.split(' ')` two lines above.

Severity is labelled ERROR but only justified in generic terms (""could lead to a command injection""); it does not reason about this specific case — that `exec` is taken verbatim from a user-supplied command string with only an emptiness check, and it never describes the impact (arbitrary command execution on the host, data exfiltration, etc.). A short note about the existing validation being insufficient would have made the rating feel earned rather than boilerplate.

Actionability is the weakest part in practice. ""Avoid calls to child_process"" is not realistic in a tool whose stated purpose is spawning processes, and ""ensure user input is correctly sanitized or sandboxed"" gives no method. Concrete advice — allowlist permitted executables, validate `exec` against a fixed set, avoid naive space-splitting which mishandles quoting, or run under a sandbox with restricted privileges — would let the developer act without leaving the warning. The OWASP link helps but pushes the work of finding the fix onto the reader.

Nothing is structurally missing: severity, description, location, rationale, and remediation are all present. The gaps are depth of the rationale and precision of the fix, not omission.",2026-08-20T22:53:26.765581+00:00
OUT099,EX057,javascript,cmd-injection,semgrep,chatgpt,gpt-5.5-2026-04-23,1,5,"The output is easy to understand because it states the problem plainly: ""Detected calls to child_process from a function argument `input`"" and explains the risk as ""could lead to a command injection.""",5,"The output gives a severity label, ""Severity: ERROR,"" and justifies it in relation to this code by saying the child process call comes from ""a function argument `input`"" and ""could lead to a command injection if the input is user controllable.""",5,"The output identifies the exact location with ""Location: line 272, column 31,"" which points to the `spawn(exec, args)` call and the relevant part of that line.",2,"The output gives only broad remediation advice, ""Try to avoid calls to child_process"" and ""ensure user input is correctly sanitized or sandboxed,"" without showing exactly how to change this snippet.",5,"The output includes all five expected parts: ""Severity: ERROR,"" a description in ""Detected calls to child_process,"" a location, an explanation that it ""could lead to a command injection,"" and remediation guidance to avoid, sanitize, or sandbox child process usage.","The warning is clear and concise: it names the dangerous API pattern, gives a precise line and column, and explains that user-controllable input reaching child_process can cause command injection. It is also quite specific because it points directly to line 272 and column 31, which corresponds to the spawn call. The severity is labeled as ERROR and the reason for concern is connected to this snippet through the use of input-derived command data. The main weakness is actionability: the suggested fix is generic. It says to avoid child_process or sanitize/sandbox input, but it does not explain what sanitization would be appropriate here, whether to use an allowlist of commands, how to validate arguments, or how to restructure the code to avoid spawning user-provided commands. Nothing major is missing from the standard warning components, but the remediation guidance could be more concrete.",2026-08-20T22:53:40.456191+00:00
OUT099,EX057,javascript,cmd-injection,semgrep,gemini,gemini-3.1-pro-preview,1,5,"The output is written in plain, accessible language and is easy to understand.",5,"The output provides a severity label (""ERROR""), relates the issue to the code snippet by mentioning the ""function argument `input`"", and explains what could happen if exploited (""lead to a command injection"").",5,"The output pinpoints the exact issue by providing both the line number and the column number (""line 272, column 31"").",2,"The output suggests a generic fix (""ensure user input is correctly sanitized or sandboxed"") that applies broadly to this type of vulnerability rather than telling the developer what specific variables or logic to change in the snippet.",5,"The output includes all five parts: a severity label (""ERROR""), an issue description, a precise code location, a vulnerability explanation, and remediation guidance.","The output is clear, concise, and easy to read. It excels in specificity by pointing out the exact line and column number of the issue, and it includes all the necessary components of a good warning, including the potential impact (command injection) linked to the specific variable (`input`). However, the remediation advice is too vague and generic; while it tells the user to sanitize or sandbox the input, it doesn't provide concrete examples or actionable steps on how to implement that sanitization within the provided code snippet.",2026-08-20T22:54:00.436316+00:00
OUT100,EX058,javascript,cmd-injection,codeql,claude,claude-opus-5,1,4,"The message ""This command line depends on a [user-provided value](1)"" and the guidance sentence are plain and readable, though the dangling reference marker ""(1)"" points to a source that isn't shown, leaving a small gap.",3,"It gives ""Severity: error"" and a generic rationale (""Using externally controlled strings in a command line may allow a malicious user to change the meaning of the command"") without tying it to `exec('identify ' + url, ...)` or the impact of arbitrary shell execution here.",4,"It pinpoints ""line 174, column 10"", the exact `exec` call and its concatenated argument position, but the tainted-source reference ""(1)"" is not resolved to `req.body.content`.",1,"The guidance only restates the risk (""may allow a malicious user to change the meaning of the command"") and offers no fix such as using execFile, argument arrays, or validating the URL.",4,"Severity, description, location, and an explanation of why it is dangerous are present, but remediation guidance is absent.","The warning reads cleanly and gets its point across in one sentence: the command string built at line 174 is influenced by data the user controls. Pointing to line 174, column 10 lands directly on the `exec('identify ' + url, ...)` call, so a developer would know instantly where to look; the only weak spot in the localisation is the unresolved ""(1)"" marker, which is presumably a link to the taint source (`req.body.content` on line 168) but appears here as a dead reference, so the reader has to trace the data flow themselves.

The severity label ""error"" is present and there is a generic explanation of why command-line injection matters, but it is boilerplate that would appear on any instance of this rule. It never says that in this specific code the regex-extracted `url` goes straight into a shell string, so an input like `![alt text](http://x "" ; rm -rf /` would let an attacker run arbitrary shell commands on the server. Tying the abstract risk to this snippet, and naming the possible consequence (remote code execution), would have raised the value considerably.

The biggest gap is remediation. Nothing is suggested at all: no mention of `execFile`/`spawn` with an argument array instead of string concatenation, no mention of validating or allow-listing the URL, and no note that shelling out to `identify` on a remote URL is risky in itself. A developer gets a correct diagnosis and precise coordinates, but has to work out the cure independently, which is why actionability scores lowest and completeness stops one part short.",2026-08-20T22:54:19.483837+00:00
